Palabra;Fuente;Negativo;Neutra;Positiva;Puntuacion
partir;agente;0;0;1;3
parto;agente;0;0;1;3
pasaje;agente;1;0;0;-4
pasar;agente;1;0;0;-3
pase;agente;0;0;1;2
pases;agente;0;0;1;3
paso;agente;0;1;0;0
pasos;agente;1;0;0;-3
patricia;agente;0;0;1;5
pdf;agente;0;0;1;2
pedimos;agente;0;0;1;1
penalidad;agente;0;0;1;5
pendiente;agente;0;0;1;1
pendientes;agente;1;0;0;-2
pension;agente;1;0;0;-4
percibidas;agente;1;0;0;-3
periodo;agente;0;1;0;0
periodos;agente;0;0;1;5
permanente;agente;1;0;0;-3
permite;agente;1;0;0;-3
permiteme;agente;0;0;1;2
permitenos;agente;1;0;0;-5
persona;agente;0;0;1;4
personal;agente;0;0;1;1
personales;agente;1;0;0;-1
personalizada;agente;1;0;0;-1
personas;agente;1;0;0;-1
pertenece;agente;0;0;1;5
pieza;agente;1;0;0;-4
piloto;agente;1;0;0;-4
piura;agente;1;0;0;-4
placa;agente;1;0;0;-1
plan;agente;0;1;0;0
planes;agente;0;1;0;0
planilla;agente;1;0;0;-1
plataforma;agente;0;0;1;1
plataformas;agente;0;0;1;2
plazo;agente;0;1;0;0
plazos;agente;1;0;0;-5
plinio;agente;0;0;1;3
plus;agente;1;0;0;-5
podemos;agente;0;0;1;5
poder;agente;0;0;1;5
poderte;agente;0;0;1;1
podra;agente;0;0;1;4
podran;agente;1;0;0;-2
podras;agente;1;0;0;-5
podremos;agente;1;0;0;-4
podria;agente;1;0;0;-4
podrias;agente;0;0;1;2
politicas;agente;1;0;0;-3
poliza;agente;0;0;1;4
polizas;agente;0;0;1;4
pondra;agente;0;0;1;3
poner;agente;0;0;1;5
ponerte;agente;1;0;0;-3
ponga;agente;1;0;0;-5
portar;agente;1;0;0;-5
posible;agente;1;0;0;-1
post;agente;0;0;1;2
posterior;agente;0;0;1;1
pre;agente;0;0;1;5
precio;agente;0;0;1;3
precios;agente;1;0;0;-2
preexistentes;agente;0;0;1;2
preferencia;agente;0;0;1;3
preferencial;agente;1;0;0;-2
preferenciales;agente;0;1;0;0
preferente;agente;0;0;1;5
preferentes;agente;0;0;1;3
preguntas;agente;1;0;0;-4
preocupes;agente;1;0;0;-5
presencial;agente;0;0;1;5
presentado;agente;1;0;0;-5
presentar;agente;1;0;0;-1
presentas;agente;1;0;0;-2
presenten;agente;1;0;0;-3
presentes;agente;0;0;1;5
preventivo;agente;0;0;1;4
previamente;agente;1;0;0;-4
previo;agente;1;0;0;-3
prima;agente;0;1;0;0
primax;agente;0;0;1;4
primer;agente;0;0;1;4
primera;agente;0;0;1;2
primero;agente;1;0;0;-4
principal;agente;1;0;0;-4
privadas;agente;1;0;0;-2
probable;agente;1;0;0;-3
probablemente;agente;0;0;1;3
proceda;agente;0;1;0;0
proceder;agente;1;0;0;-5
procedera;agente;0;0;1;2
procederemos;agente;0;1;0;0
procedido;agente;1;0;0;-1
procediendo;agente;1;0;0;-4
procedimiento;agente;0;0;1;5
procedimientos;agente;0;0;1;5
proceso;agente;0;0;1;3
producto;agente;0;0;1;1
productos;agente;1;0;0;-2
programa;agente;0;0;1;1
programar;agente;1;0;0;-5
promedic;agente;0;0;1;5
promedio;agente;1;0;0;-2
promocion;agente;0;0;1;1
propia;agente;1;0;0;-3
proteccion;agente;1;0;0;-2
provincia;agente;0;1;0;0
proximo;agente;0;0;1;3
proximos;agente;0;1;0;0
psicologica;agente;0;0;1;3
psicologicas;agente;0;0;1;1
psicoprofilaxis;agente;0;0;1;3
publico;agente;1;0;0;-5
pueda;agente;0;0;1;3
puedan;agente;0;0;1;1
puedas;agente;0;1;0;0
puede;agente;0;0;1;5
pueden;agente;0;0;1;1
puedes;agente;1;0;0;-3
puedo;agente;0;0;1;2
racias;agente;0;0;1;4
rapida;agente;1;0;0;-1
rapidez;agente;0;0;1;3
raul;agente;0;0;1;5
razon;agente;1;0;0;-5
realice;agente;0;0;1;2
realices;agente;0;1;0;0
realiza;agente;0;0;1;4
realizado;agente;1;0;0;-4
realizamos;agente;0;1;0;0
realizan;agente;1;0;0;-4
realizando;agente;0;0;1;5
realizara;agente;0;0;1;2
realizaran;agente;1;0;0;-2
realizaremos;agente;0;0;1;3
realizarlas;agente;0;0;1;1
realizarlo;agente;1;0;0;-5
realizarse;agente;0;0;1;1
realizaste;agente;1;0;0;-1
realizo;agente;0;1;0;0
realzia;agente;1;0;0;-3
recibir;agente;0;0;1;3
recibos;agente;0;0;1;2
recientemente;agente;0;0;1;2
reclamo;agente;1;0;0;-5
reclamos;agente;0;0;1;4
recomendable;agente;1;0;0;-1
recomendamos;agente;1;0;0;-1
recordamos;agente;0;0;1;1
recordarte;agente;1;0;0;-2
recuerda;agente;1;0;0;-2
recursos;agente;1;0;0;-4
red;agente;0;1;0;0
redpreferente;agente;1;0;0;-1
reembolsamos;agente;0;0;1;3
referencia;agente;0;1;0;0
referente;agente;1;0;0;-4
refieres;agente;0;0;1;2
reflejada;agente;0;0;1;4
reflejado;agente;0;0;1;2
reflejan;agente;0;1;0;0
reflejara;agente;0;0;1;1
regalamos;agente;1;0;0;-3
registra;agente;0;0;1;4
registrada;agente;0;0;1;4
registrado;agente;1;0;0;-3
registrados;agente;1;0;0;-5
registrar;agente;0;0;1;5
registrarte;agente;1;0;0;-1
registraste;agente;0;0;1;3
registro;agente;1;0;0;-4
regreso;agente;0;0;1;3
regular;agente;1;0;0;-2
rehabilitacion;agente;0;0;1;3
rehabilitar;agente;1;0;0;-3
rehabilitarse;agente;0;1;0;0
rehabilite;agente;0;0;1;2
remuneraciones;agente;0;0;1;5
renovacion;agente;0;0;1;4
renovar;agente;1;0;0;-1
renta;agente;1;0;0;-4
repara;agente;1;0;0;-2
reporta;agente;0;0;1;1
reportada;agente;1;0;0;-4
reportado;agente;0;0;1;5
reporte;agente;1;0;0;-3
representa;agente;1;0;0;-5
representante;agente;1;0;0;-3
repuesta;agente;0;0;1;5
repuesto;agente;0;0;1;4
requerimiento;agente;1;0;0;-2
requieres;agente;0;1;0;0
requisitos;agente;0;0;1;4
reservar;agente;0;0;1;5
resides;agente;1;0;0;-2
respaldo;agente;1;0;0;-5
respectiva;agente;1;0;0;-2
respectivas;agente;1;0;0;-3
respectivos;agente;0;0;1;1
respecto;agente;0;0;1;3
respiratorias;agente;0;0;1;4
responde;agente;1;0;0;-1
respuesta;agente;1;0;0;-5
retirar;agente;0;1;0;0
retorno;agente;0;0;1;4
revisar;agente;1;0;0;-1
revise;agente;1;0;0;-1
revocatoria;agente;0;0;1;1
reyna;agente;1;0;0;-3
ricardo;agente;1;0;0;-3
richard;agente;0;0;1;5
rma;agente;1;0;0;-2
roberto;agente;1;0;0;-3
rojo;agente;1;0;0;-4
romina;agente;0;1;0;0
rosa;agente;1;0;0;-5
rosario;agente;1;0;0;-1
roxana;agente;1;0;0;-5
rrhh;agente;0;0;1;4
rubro;agente;1;0;0;-1
ruc;agente;1;0;0;-2
sabados;agente;0;0;1;2
saber;agente;1;0;0;-3
salud;agente;1;0;0;-5
samuel;agente;1;0;0;-2
san;agente;0;1;0;0
sanchez;agente;0;1;0;0
sandra;agente;0;0;1;5
sandybell;agente;0;0;1;3
sanna;agente;1;0;0;-3
sano;agente;0;0;1;4
santa;agente;0;0;1;1
santiago;agente;0;0;1;1
santos;agente;1;0;0;-1
sara;agente;1;0;0;-2
sctr;agente;1;0;0;-3
sede;agente;1;0;0;-2
seguir;agente;0;0;1;1
segun;agente;0;0;1;4
segunda;agente;1;0;0;-2
segura;agente;0;0;1;3
seguridad;agente;0;0;1;1
seguros;agente;0;0;1;4
semana;agente;0;0;1;3
sentimos;agente;0;0;1;1
sepelio;agente;0;0;1;1
ser;agente;0;0;1;4
sera;agente;1;0;0;-2
seran;agente;0;0;1;3
seria;agente;0;0;1;5
servicio;agente;0;0;1;3
servicioalclientepacificovidacompe;agente;0;0;1;1
servicios;agente;1;0;0;-2
shantalle;agente;0;0;1;1
siempre;agente;0;1;0;0
siento;agente;0;0;1;4
siguiente;agente;1;0;0;-1
siguientes;agente;1;0;0;-3
similares;agente;1;0;0;-1
simple;agente;1;0;0;-5
sineistro;agente;0;0;1;4
siniestralidad;agente;1;0;0;-5
siniestro;agente;1;0;0;-1
siniestros;agente;1;0;0;-3
sintoma;agente;1;0;0;-1
siria;agente;0;0;1;1
sistema;agente;1;0;0;-4
situacion;agente;0;0;1;1
sjl;agente;0;0;1;3
soat;agente;1;0;0;-2
social;agente;0;0;1;4
sofia;agente;1;0;0;-1
solicita;agente;1;0;0;-2
solicitada;agente;1;0;0;-2
solicitados;agente;0;0;1;2
solicitan;agente;1;0;0;-4
solicitando;agente;0;0;1;1
solicitar;agente;1;0;0;-3
solicitarlo;agente;0;0;1;1
solicitas;agente;0;0;1;5
solicitaste;agente;0;1;0;0
solicites;agente;1;0;0;-4
solicitud;agente;0;0;1;1
solicitudes;agente;0;1;0;0
soloa;agente;0;1;0;0
stella;agente;0;0;1;1
suceder;agente;0;0;1;1
sucedio;agente;1;0;0;-4
sudan;agente;1;0;0;-2
sueldo;agente;1;0;0;-1
sugerimos;agente;0;0;1;2
suma;agente;0;0;1;2
superar;agente;1;0;0;-2
supremo;agente;0;0;1;3
sur;agente;0;0;1;5
surco;agente;0;0;1;4
susana;agente;0;0;1;3
tacna;agente;0;0;1;5
tal;agente;0;0;1;2
talleres;agente;1;0;0;-1
tambien;agente;0;0;1;1
tambo;agente;1;0;0;-1
tampoco;agente;1;0;0;-1
tardes;agente;1;0;0;-4
tarifa;agente;0;0;1;2
tarjeta;agente;0;1;0;0
tarjetas;agente;0;0;1;1
tasas;agente;1;0;0;-2
taxi;agente;0;0;1;5
telefonica;agente;1;0;0;-2
telefonico;agente;0;1;0;0
telefonicos;agente;0;0;1;4
telefono;agente;1;0;0;-4
tema;agente;0;0;1;4
temporal;agente;0;0;1;3
tendras;agente;1;0;0;-2
tendrias;agente;1;0;0;-2
terceras;agente;1;0;0;-5
terceros;agente;0;0;1;2
teresa;agente;1;0;0;-2
terminada;agente;1;0;0;-5
texto;agente;1;0;0;-3
tezza;agente;0;0;1;1
tipos;agente;1;0;0;-3
titular;agente;0;0;1;2
toda;agente;0;1;0;0
todas;agente;0;0;1;5
tomado;agente;1;0;0;-1
tomar;agente;0;0;1;2
tomaste;agente;0;0;1;2
total;agente;0;0;1;4
trabajador;agente;1;0;0;-4
trabajadores;agente;1;0;0;-4
trabajar;agente;1;0;0;-2
tradicional;agente;0;0;1;5
tramite;agente;0;1;0;0
tranquila;agente;1;0;0;-4
transcurso;agente;0;0;1;5
transferencia;agente;1;0;0;-4
transfiere;agente;0;1;0;0
transporte;agente;0;0;1;4
tratada;agente;1;0;0;-1
tratante;agente;0;0;1;3
traves;agente;0;0;1;3
trigal;agente;0;0;1;3
trimestre;agente;1;0;0;-3
trujillo;agente;1;0;0;-5
ubica;agente;0;0;1;4
ubicacion;agente;0;1;0;0
ubicada;agente;0;1;0;0
ubicados;agente;0;0;1;4
ubican;agente;0;0;1;2
ubiques;agente;1;0;0;-3
ultimo;agente;1;0;0;-5
ultimos;agente;0;0;1;5
unica;agente;0;1;0;0
unicamente;agente;0;0;1;3
unico;agente;1;0;0;-1
unidad;agente;0;0;1;4
universitarios;agente;0;0;1;1
ups;agente;0;0;1;4
usa;agente;0;0;1;5
usar;agente;1;0;0;-1
usarlos;agente;1;0;0;-4
uso;agente;1;0;0;-3
utiles;agente;0;0;1;5
valeria;agente;0;0;1;3
validacion;agente;0;0;1;1
validaciones;agente;0;0;1;1
validamos;agente;1;0;0;-3
validando;agente;0;0;1;2
validanos;agente;0;0;1;1
validara;agente;1;0;0;-3
validen;agente;0;0;1;3
valides;agente;0;0;1;1
validez;agente;1;0;0;-1
valido;agente;1;0;0;-2
vamos;agente;0;0;1;4
van;agente;1;0;0;-2
vasquez;agente;0;0;1;1
vehicular;agente;0;0;1;2
vehiculares;agente;0;0;1;1
vehiculo;agente;1;0;0;-4
vehiculos;agente;0;0;1;2
vemos;agente;0;0;1;5
vence;agente;1;0;0;-4
vencimiento;agente;1;0;0;-5
vencio;agente;0;0;1;5
venta;agente;1;0;0;-3
ventas;agente;1;0;0;-4
veo;agente;1;0;0;-5
ver;agente;1;0;0;-1
vera;agente;1;0;0;-3
verifica;agente;0;1;0;0
verificacion;agente;1;0;0;-2
verificaciones;agente;0;0;1;3
verificado;agente;0;1;0;0
verificamos;agente;1;0;0;-4
verificar;agente;1;0;0;-3
verificarlo;agente;0;0;1;4
verifico;agente;0;0;1;2
vesalio;agente;1;0;0;-2
vez;agente;0;0;1;3
via;agente;0;0;1;1
viajan;agente;0;0;1;3
viajar;agente;1;0;0;-3
viajas;agente;1;0;0;-4
viaje;agente;1;0;0;-3
viajes;agente;0;0;1;1
vicky;agente;0;0;1;4
vida;agente;1;0;0;-3
viene;agente;1;0;0;-4
viento;agente;1;0;0;-2
viernes;agente;1;0;0;-4
vigencia;agente;0;0;1;4
vigente;agente;0;0;1;3
vigentes;agente;0;0;1;5
virus;agente;1;0;0;-5
visualiza;agente;1;0;0;-3
visualizado;agente;0;1;0;0
visualizalo;agente;0;0;1;5
visualizar;agente;0;0;1;3
visualizaste;agente;1;0;0;-5
vitalicia;agente;1;0;0;-5
volver;agente;0;0;1;2
voy;agente;1;0;0;-5
vuelta;agente;0;0;1;4
vuelve;agente;0;0;1;1
walter;agente;0;0;1;1
web;agente;1;0;0;-1
williams;agente;1;0;0;-2
willy;agente;0;1;0;0
yameli;agente;1;0;0;-1
yanahuara;agente;0;0;1;3
yanet;agente;1;0;0;-1
yeimy;agente;0;0;1;5
yeni;agente;1;0;0;-2
yennyfer;agente;0;1;0;0
yeral;agente;0;0;1;5
yessenia;agente;0;1;0;0
yngrid;agente;0;0;1;2
yudith;agente;1;0;0;-3
´dano;cliente;1;0;0;-4
abogados;cliente;0;0;1;4
abonar;cliente;0;0;1;2
abr;cliente;0;1;0;0
abril;cliente;1;0;0;-4
abrilde;cliente;0;0;1;4
abrir;cliente;0;0;1;2
abusabal;cliente;0;0;1;1
aca;cliente;1;0;0;-2
acabas;cliente;1;0;0;-4
acasias;cliente;1;0;0;-1
accide;cliente;1;0;0;-4
aceptacion;cliente;1;0;0;-5
acepte;cliente;1;0;0;-2
acerco;cliente;0;0;1;4
acifico;cliente;0;1;0;0
acontactar;cliente;0;0;1;1
activado;cliente;0;0;1;4
activar;cliente;0;0;1;2
actividad;cliente;1;0;0;-3
actual;cliente;1;0;0;-4
actualisas;cliente;0;1;0;0
actualizado;cliente;1;0;0;-3
acumulado;cliente;1;0;0;-3
adelantado;cliente;0;0;1;2
adicionales;cliente;0;0;1;2
adios;cliente;0;1;0;0
admdenegociossacgmailcom;cliente;1;0;0;-1
administradora;cliente;0;0;1;1
administrativa;cliente;0;0;1;5
adquierir;cliente;0;1;0;0
adquiero;cliente;0;1;0;0
adquiri;cliente;0;0;1;5
adquirimos;cliente;1;0;0;-4
aen;cliente;1;0;0;-4
aeropuerto;cliente;0;0;1;3
afectada;cliente;1;0;0;-3
afilia;cliente;0;0;1;5
afiliado;cliente;0;0;1;3
afiliarla;cliente;1;0;0;-5
afiliarme;cliente;0;0;1;3
afilicacion;cliente;1;0;0;-3
afilidada;cliente;0;1;0;0
afilie;cliente;1;0;0;-4
agencia;cliente;0;0;1;1
agendar;cliente;1;0;0;-2
agosto;cliente;1;0;0;-2
agradeceria;cliente;0;0;1;1
agradesco;cliente;1;0;0;-4
agradezco;cliente;1;0;0;-2
agregar;cliente;0;0;1;4
ahh;cliente;0;0;1;5
ahi;cliente;1;0;0;-5
alcliente;cliente;1;0;0;-5
alejaron;cliente;0;1;0;0
alergia;cliente;1;0;0;-4
alergias;cliente;0;0;1;3
alfaro;cliente;1;0;0;-2
algien;cliente;0;0;1;3
all;cliente;1;0;0;-1
amazonas;cliente;0;0;1;1
ambas;cliente;0;0;1;1
ambulatorio;cliente;0;0;1;1
amenor;cliente;1;0;0;-3
americano;cliente;1;0;0;-4
analgesico;cliente;1;0;0;-2
angjunkogmailcom;cliente;1;0;0;-3
anios;cliente;0;0;1;5
anita;cliente;0;0;1;4
anterior;cliente;0;1;0;0
anterioridad;cliente;1;0;0;-5
anteriormente;cliente;0;0;1;1
anualmente;cliente;0;0;1;4
anular;cliente;1;0;0;-4
anuncian;cliente;0;0;1;1
aparece;cliente;0;0;1;3
aparecen;cliente;1;0;0;-3
apenas;cliente;1;0;0;-3
aplicaba;cliente;0;0;1;4
aplicar;cliente;1;0;0;-5
aportar;cliente;0;0;1;1
aporte;cliente;0;1;0;0
aprovechare;cliente;1;0;0;-2
aprox;cliente;1;0;0;-5
apx;cliente;1;0;0;-4
aranceles;cliente;0;0;1;5
ardores;cliente;1;0;0;-5
areas;cliente;1;0;0;-2
arequipanplacave;cliente;0;0;1;4
arguedas;cliente;0;0;1;1
ariscjurograngmailcom;cliente;1;0;0;-2
arreglo;cliente;0;0;1;2
asegurarme;cliente;1;0;0;-1
aseguraron;cliente;1;0;0;-5
asegure;cliente;0;0;1;5
aseguro;cliente;0;1;0;0
asesoren;cliente;0;0;1;3
asimismo;cliente;0;0;1;3
asiste;cliente;0;0;1;1
asistiendo;cliente;0;0;1;1
asistir;cliente;0;0;1;2
asoc;cliente;0;0;1;1
asociados;cliente;0;0;1;1
atecion;cliente;1;0;0;-3
atenderme;cliente;1;0;0;-2
atendiendo;cliente;1;0;0;-4
atendio;cliente;1;0;0;-1
atiendan;cliente;0;0;1;2
atienden;cliente;0;0;1;1
auf;cliente;1;0;0;-5
auroracastillodefgmailcom;cliente;0;0;1;3
automatica;cliente;0;0;1;2
automaticamente;cliente;0;0;1;4
automoviles;cliente;0;0;1;5
autorizado;cliente;1;0;0;-3
avance;cliente;1;0;0;-1
avanzando;cliente;1;0;0;-1
averiar;cliente;1;0;0;-2
avises;cliente;0;0;1;4
ayer;cliente;0;0;1;5
ayudado;cliente;0;0;1;1
ayudarme;cliente;0;1;0;0
ayudaron;cliente;0;1;0;0
aza;cliente;1;0;0;-1
azv;cliente;1;0;0;-4
baja;cliente;0;0;1;3
baje;cliente;0;0;1;4
banca;cliente;1;0;0;-4
barranco;cliente;0;0;1;4
bcpnn;cliente;0;0;1;2
bcu;cliente;0;1;0;0
bebe;cliente;0;0;1;3
benefecios;cliente;0;0;1;3
beneficiaria;cliente;0;0;1;5
beneficiios;cliente;1;0;0;-1
beneficioso;cliente;1;0;0;-4
benites;cliente;0;1;0;0
benz;cliente;0;0;1;1
blanca;cliente;0;0;1;5
boletin;cliente;1;0;0;-3
bolivia;cliente;1;0;0;-3
borja;cliente;1;0;0;-5
bpf;cliente;1;0;0;-1
brenan;cliente;0;0;1;5
brindo;cliente;0;0;1;3
brocker;cliente;0;0;1;5
buena;cliente;1;0;0;-1
buenastar;cliente;0;0;1;4
buennas;cliente;0;1;0;0
burranca;cliente;1;0;0;-3
busca;cliente;0;0;1;3
buscando;cliente;0;0;1;4
buscnado;cliente;1;0;0;-1
busco;cliente;0;0;1;2
cabe;cliente;1;0;0;-5
cafe;cliente;0;0;1;4
caida;cliente;0;1;0;0
calculan;cliente;0;0;1;3
calidad;cliente;0;0;1;5
calientas;cliente;0;1;0;0
calle;cliente;0;0;1;2
cambiar;cliente;0;0;1;2
cambiarlo;cliente;1;0;0;-5
camino;cliente;1;0;0;-5
camiones;cliente;1;0;0;-1
camioneta;cliente;1;0;0;-4
campo;cliente;0;0;1;3
campoy;cliente;0;1;0;0
cancelara;cliente;0;0;1;5
cancelo;cliente;1;0;0;-1
cantidad;cliente;1;0;0;-1
cantidades;cliente;0;0;1;2
cardenas;cliente;0;0;1;4
cargaron;cliente;1;0;0;-3
cargen;cliente;1;0;0;-4
carguen;cliente;1;0;0;-2
cartilla;cliente;0;0;1;4
casa;cliente;0;0;1;5
casados;cliente;1;0;0;-5
casahierro;cliente;0;1;0;0
castilla;cliente;1;0;0;-1
castilloalbanhotmailcom;cliente;1;0;0;-4
cayma;cliente;0;0;1;2
cbre;cliente;0;0;1;1
cedros;cliente;0;1;0;0
cencosud;cliente;0;0;1;4
cercanas;cliente;0;1;0;0
cero;cliente;1;0;0;-1
cerrado;cliente;1;0;0;-3
cesi;cliente;0;0;1;2
chachapoyas;cliente;0;0;1;4
chaclacayo;cliente;1;0;0;-3
chain;cliente;0;0;1;1
chekeo;cliente;1;0;0;-4
chiclayonjosemsbgmailcom;cliente;0;0;1;2
chorrillos;cliente;1;0;0;-5
christian;cliente;0;0;1;1
ciento;cliente;0;0;1;4
ciertas;cliente;1;0;0;-2
claumoreanogmailcom;cliente;1;0;0;-4
clic;cliente;1;0;0;-2
clinca;cliente;1;0;0;-4
coberturado;cliente;0;0;1;4
cobrado;cliente;1;0;0;-3
cobran;cliente;0;0;1;4
cobraria;cliente;0;1;0;0
cobraron;cliente;0;0;1;4
cobren;cliente;0;0;1;1
cobros;cliente;1;0;0;-4
cod;cliente;0;1;0;0
codigos;cliente;0;1;0;0
colegio;cliente;0;0;1;2
columna;cliente;0;0;1;3
comentado;cliente;0;0;1;4
comentar;cliente;0;0;1;3
comienzo;cliente;1;0;0;-1
comoda;cliente;1;0;0;-3
compania;cliente;1;0;0;-5
comparar;cliente;1;0;0;-1
compete;cliente;0;0;1;1
comprado;cliente;0;0;1;1
compre;cliente;0;0;1;5
comprender;cliente;1;0;0;-4
compro;cliente;0;0;1;3
comuncarme;cliente;1;0;0;-1
comunicare;cliente;1;0;0;-1
comunicarme;cliente;0;0;1;2
comunico;cliente;0;0;1;5
conbertura;cliente;0;0;1;2
concecionaria;cliente;0;0;1;4
concuantos;cliente;0;0;1;3
condicion;cliente;0;0;1;2
condominio;cliente;1;0;0;-2
confiable;cliente;0;0;1;2
confimar;cliente;0;0;1;1
confirmen;cliente;0;1;0;0
confirmo;cliente;0;0;1;4
conmigo;cliente;0;0;1;5
connel;cliente;0;0;1;2
connelbcp;cliente;1;0;0;-5
conocimiento;cliente;1;0;0;-3
conprado;cliente;1;0;0;-1
conratado;cliente;0;1;0;0
conseguirla;cliente;1;0;0;-3
considerando;cliente;0;0;1;3
constatar;cliente;1;0;0;-4
construccion;cliente;1;0;0;-1
consultarle;cliente;1;0;0;-1
consultasya;cliente;0;0;1;3
consulting;cliente;1;0;0;-3
consumos;cliente;1;0;0;-5
contaba;cliente;0;0;1;5
contacta;cliente;0;0;1;3
contactar;cliente;0;0;1;1
contactarme;cliente;1;0;0;-4
contactarne;cliente;0;0;1;1
contestan;cliente;0;0;1;2
contesto;cliente;0;0;1;4
continua;cliente;1;0;0;-4
contractura;cliente;0;1;0;0
contraloria;cliente;0;0;1;5
contratando;cliente;1;0;0;-4
contrate;cliente;1;0;0;-2
contrato;cliente;0;0;1;5
conveniente;cliente;0;0;1;5
conversacion;cliente;0;0;1;5
conversar;cliente;0;0;1;3
conviviente;cliente;0;0;1;2
convivimos;cliente;0;0;1;3
coorporacion;cliente;1;0;0;-1
cor;cliente;1;0;0;-4
cornejo;cliente;1;0;0;-3
coronaviruses;cliente;1;0;0;-3
correos;cliente;1;0;0;-1
corresponiendo;cliente;1;0;0;-2
corrido;cliente;0;1;0;0
cortaviento;cliente;0;0;1;4
corto;cliente;1;0;0;-4
cosa;cliente;0;1;0;0
cosas;cliente;0;1;0;0
costaria;cliente;0;0;1;5
cotizaciones;cliente;0;0;1;2
cotizarme;cliente;1;0;0;-2
courier;cliente;1;0;0;-1
covertura;cliente;1;0;0;-4
creditopor;cliente;0;0;1;1
cree;cliente;0;0;1;1
creo;cliente;0;0;1;5
cristales;cliente;0;0;1;4
cronograma;cliente;0;0;1;5
cruz;cliente;0;0;1;1
ctenehotmailcom;cliente;0;0;1;4
cuadro;cliente;0;0;1;3
cuales;cliente;0;0;1;4
cubierta;cliente;0;0;1;1
cubra;cliente;0;0;1;3
cubriendo;cliente;1;0;0;-2
cuento;cliente;0;0;1;5
cuesta;cliente;0;0;1;5
cumplio;cliente;1;0;0;-1
cumplire;cliente;0;1;0;0
cumplo;cliente;0;0;1;5
cunada;cliente;0;0;1;2
cusco;cliente;1;0;0;-2
cuscon;cliente;1;0;0;-3
dan;cliente;0;0;1;4
danado;cliente;0;0;1;5
dar;cliente;0;1;0;0
daran;cliente;0;0;1;5
darme;cliente;0;0;1;2
das;cliente;0;0;1;1
debemos;cliente;0;1;0;0
deberia;cliente;0;0;1;1
debia;cliente;1;0;0;-4
debidi;cliente;0;0;1;3
debido;cliente;1;0;0;-1
debitan;cliente;1;0;0;-3
debitar;cliente;1;0;0;-1
debo;cliente;1;0;0;-4
decargarme;cliente;1;0;0;-2
declaracion;cliente;1;0;0;-3
decseguro;cliente;0;0;1;1
dedicare;cliente;0;0;1;3
definitiva;cliente;0;0;1;1
dejado;cliente;0;0;1;4
dejando;cliente;1;0;0;-4
deje;cliente;0;0;1;4
delsoat;cliente;0;0;1;1
deme;cliente;0;0;1;5
demora;cliente;1;0;0;-3
demoraban;cliente;1;0;0;-2
depedende;cliente;1;0;0;-2
depende;cliente;1;0;0;-3
depositen;cliente;1;0;0;-2
deposito;cliente;1;0;0;-5
dereccion;cliente;1;0;0;-3
dermatologia;cliente;0;0;1;5
des;cliente;1;0;0;-4
desafiliar;cliente;1;0;0;-2
desafiliarme;cliente;0;0;1;3
descargue;cliente;0;0;1;1
desearia;cliente;0;0;1;2
desembolso;cliente;0;0;1;3
designado;cliente;0;0;1;1
desisti;cliente;1;0;0;-1
desistiendo;cliente;1;0;0;-3
despistaje;cliente;0;0;1;5
devuelvan;cliente;0;0;1;4
devuelven;cliente;1;0;0;-5
dice;cliente;1;0;0;-3
dicen;cliente;0;0;1;4
diciembre;cliente;0;0;1;4
diciendoles;cliente;0;0;1;3
diciento;cliente;1;0;0;-2
dieran;cliente;0;1;0;0
dieron;cliente;1;0;0;-3
diferencia;cliente;0;0;1;3
dificulta;cliente;0;1;0;0
digame;cliente;0;0;1;5
digieron;cliente;0;1;0;0
digo;cliente;1;0;0;-1
dijeron;cliente;1;0;0;-1
dijo;cliente;1;0;0;-3
dime;cliente;1;0;0;-1
dio;cliente;0;0;1;4
diq;cliente;1;0;0;-3
direciones;cliente;0;0;1;1
dirigida;cliente;1;0;0;-4
diste;cliente;1;0;0;-4
djcastilloalban;cliente;0;0;1;2
djcastilloalbanhotmailcom;cliente;1;0;0;-5
dmeora;cliente;1;0;0;-2
docto;cliente;0;1;0;0
doctor;cliente;1;0;0;-3
doctora;cliente;0;0;1;5
documentacion;cliente;0;0;1;3
dolares;cliente;1;0;0;-2
doy;cliente;0;0;1;4
dpto;cliente;1;0;0;-4
dura;cliente;0;0;1;2
durmiendo;cliente;1;0;0;-3
ecnuentra;cliente;0;0;1;3
ecografias;cliente;1;0;0;-1
economicas;cliente;0;0;1;5
edif;cliente;1;0;0;-2
efectivo;cliente;1;0;0;-5
ege;cliente;1;0;0;-5
eirl;cliente;0;0;1;2
electrico;cliente;0;1;0;0
elizabethaymaragmailcom;cliente;0;0;1;3
elndia;cliente;0;0;1;3
elq;cliente;1;0;0;-3
email;cliente;1;0;0;-3
embarazada;cliente;1;0;0;-4
emergenciacubierta;cliente;0;0;1;3
emergencias;cliente;1;0;0;-1
emitidas;cliente;0;0;1;4
empezando;cliente;1;0;0;-5
empezara;cliente;0;0;1;5
emregencia;cliente;1;0;0;-1
enalta;cliente;1;0;0;-4
encontre;cliente;1;0;0;-5
encuentro;cliente;1;0;0;-5
energy;cliente;0;0;1;1
enfermeras;cliente;0;0;1;2
ennclinicas;cliente;1;0;0;-3
entel;cliente;0;0;1;5
entendido;cliente;1;0;0;-1
entons;cliente;1;0;0;-1
entra;cliente;0;0;1;1
entrega;cliente;1;0;0;-4
entregan;cliente;1;0;0;-4
entregarlo;cliente;0;0;1;2
